"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId"
"2025-05-01 07:38:03",1746085083585,"dealpig.vercel.app/api/auth/callback","GET","code=ba3c3a37-9803-47c7-a7f0-fc455350ac5a",-1,"9krb8-1746085083525-666d01bbd531","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Allowing request for /api/auth/callback","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:38:03",1746085083585,"dealpig.vercel.app/api/auth/callback","GET","code=ba3c3a37-9803-47c7-a7f0-fc455350ac5a",-1,"9krb8-1746085083525-666d01bbd531","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Pathname: /api/auth/callback","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:38:03",1746085083585,"dealpig.vercel.app/api/auth/callback","GET","code=ba3c3a37-9803-47c7-a7f0-fc455350ac5a",-1,"9krb8-1746085083525-666d01bbd531","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Session status: None","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:38:03",1746085083572,"dealpig.vercel.app/api/auth/callback","GET","code=ba3c3a37-9803-47c7-a7f0-fc455350ac5a",-1,"9krb8-1746085083525-666d01bbd531","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Attempting to get session...","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:38:03",1746085083553,"dealpig.vercel.app/api/auth/callback","GET","code=ba3c3a37-9803-47c7-a7f0-fc455350ac5a",200,"9krb8-1746085083525-666d01bbd531","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066924,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","lambda","/login","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"✅ Successfully got redirect URL: https://ygkbhfdqvrluegsrjpaj.supabase.co/auth/v1/authorize?provider=google&redirect_to=https%3A%2F%2Fdealpig.vercel.app%2Fapi%2Fauth%2Fcallback&code_challenge=z1fdhK74LQcLN7I5nbD0vy0xbHfjRpotXDAuDO-1lpw&code_challenge_method=s256&access_type=offline&prompt=consent&include_granted_scopes=true&scope=email+profile&display=popup&response_type=code","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066923,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","lambda","/login","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"📥 Received response from Supabase: {
  hasData: true,
  hasError: false,
  url: 'https://ygkbhfdqvrluegsrjpaj.supabase.co/auth/v1/authorize?provider=google&redirect_to=https%3A%2F%2Fdealpig.vercel.app%2Fapi%2Fauth%2Fcallback&code_challenge=z1fdhK74LQcLN7I5nbD0vy0xbHfjRpotXDAuDO-1lpw&code_challenge_method=s256&access_type=offline&prompt=consent&include_granted_scopes=true&scope=email+profile&display=popup&response_type=code'
}","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066910,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","lambda","/login","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"🔑 Initiating Supabase OAuth sign-in with Google...","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066910,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","lambda","/login","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"🔍 Starting loginWithGoogle action...","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066303,"dealpig.vercel.app/login","POST","",200,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","lambda","/login","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",965,"iad1",145,1024,"","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066285,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Allowing request for /login","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066285,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Pathname: /login","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
"2025-05-01 07:37:46",1746085066284,"dealpig.vercel.app/login","POST","",-1,"dzrvp-1746085066242-3f7811d817c1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36","info","production","","MISS","edge-middleware","/middleware","dealpig.vercel.app","dealpig.vercel.app","dpl_HBuXctuiR46f2MDtZQk69LLFcw1o",-1,"iad1",-1,-1,"[Middleware] Session status: None","prj_Jujv4fahniJDHDiCnk7fpKVIcNTy","",""
